id,text,label,score
16962,substantive ,positive,0.0
16963,"if the predictability of bland comfort food appeals to you , then the film is a pleasant enough dish . ",positive,0.7003
16964,the only thing to fear about `` fear dot com '' is hitting your head on the theater seat in front of you when you doze off thirty minutes into the film . ,negative,-0.7506
16965,it 's never as solid as you want it to be ,negative,-0.0372
16966,quirky and fearless ,positive,0.4404
16967,mainstream hollywood ,positive,0.0
16968,revelatory performance ,positive,0.0
16969,"grant , who has n't lost a bit of the dry humor that first made audiences on both sides of the atlantic love him ",positive,0.8677
16970,ludicrous and contrived plot ,negative,-0.3612
16971,subscriber ,positive,0.0
16972,of complacency ,positive,0.0
16973,shot two years ago ,positive,0.0
16974,"she may not be real , but the laughs are . ",positive,0.6486
16975,almost every single facet of production ,positive,0.0
16976,schumacher does probably as good a job as anyone at bringing off the hopkins/rock collision of acting styles and onscreen personas ,positive,0.1027
16977,ca n't rescue brown sugar from the curse of blandness . ,negative,-0.7353
16978,"broomfield reminds us that beneath the hype , the celebrity , the high life , the conspiracies and the mystery there were once a couple of bright young men -- promising , talented , charismatic and tragically doomed . ",positive,-0.0
16979,that run the gamut from cheesy to cheesier to cheesiest ,positive,0.0
16980,"the visuals , even erotically frank ones , ",positive,0.0
16981,the problems with the film ,negative,-0.4019
16982,forces you to watch people doing unpleasant things to each other and themselves ,negative,-0.4767
16983,aged ,positive,0.0
16984,"been picked not for their acting chops , but for their looks ",positive,0.0
16985,"it 's not like having a real film of nijinsky , but at least it 's better than that eponymous 1980 biopic that used soap in the places where the mysteries lingered . ",positive,0.5098
16986,"'s going to make a splash even greater than arnold schwarzenegger , jean-claud van damme or steven segal ",positive,0.3612
16987,"humble , teach and ultimately ",positive,0.0
16988,"is the best description of this well-meaning , beautifully produced film that sacrifices its promise for a high-powered star pedigree ",positive,0.8807
16989,challenging or depressing ,negative,-0.25
16990,"in the name of an allegedly inspiring and easily marketable flick , the emperor 's club turns a blind eye to the very history it pretends to teach . ",positive,0.2111
16991,"'s a smartly directed , grown-up film of ideas . ",positive,0.3612
16992,( fincher 's ) camera sense and assured pacing make it an above-average thriller . ,positive,0.4404
16993,passionate ,positive,0.5267
16994,ambitious films ,positive,0.4767
16995,is laughingly ,positive,0.5106
16996,"repellent to fully endear itself to american art house audiences , but it is notable for its stylistic austerity and forcefulness . ",positive,0.0
16997,the utter authority of a genre gem ,positive,0.0772
16998,purports to be a hollywood satire but winds up as the kind of film that should be the target of something deeper and more engaging . ,positive,0.5483
16999,a sour taste ,positive,0.0
17000,sags in pace ,positive,0.0
17001,keep this fresh . ,positive,0.3182
17002,are pretty valuable these days ,positive,0.743
17003,worse stunt editing or ,negative,-0.4767
17004,"england 's roger mitchell , who handily makes the move from pleasing ",positive,0.5267
17005,could hardly ask for more . ,positive,0.0
17006,over his head ,positive,0.0
17007,bad behavior ,negative,-0.5423
17008,"to keep you at the edge of your seat with its shape-shifting perils , political intrigue and brushes with calamity ",positive,0.0
17009,in almost every possible way -- from the writing and direction to the soggy performances -- tossed off ,positive,0.0
17010,of expository material ,positive,0.0
17011,you 're rooting for the film to hurry up and get to its subjects ' deaths just so the documentary will be over ,positive,0.0
17012,only so much baked cardboard ,positive,0.0
17013,an attention to detail ,positive,0.0
17014,has a solid emotional impact . ,positive,0.296
17015,original fantasy film ,positive,0.3182
17016,"as the filmmakers look down on their working-class subjects from their lofty perch , that finally makes sex with strangers , which opens today in the new york metropolitan area , so distasteful ",positive,0.0
17017,he appears miserable throughout as he swaggers through his scenes ,negative,-0.4939
17018,intriguing and downright intoxicating ,positive,0.0
17019,a kilt ,positive,0.0
17020,features nonsensical and laughable plotting ,positive,0.0516
17021,equal amounts of beautiful movement and inside information ,positive,0.5994
17022,", will find morrison 's iconoclastic uses of technology to be liberating . ",positive,0.0
17023,opposites attract for no better reason than that the screenplay demands it ,positive,0.4939
17024,", to say nothing of boring . ",positive,0.2411
17025,mourns her tragedies in private ,negative,-0.743
17026,complaining when a film clocks in around 90 minutes these days ,negative,-0.2023
17027,on top ,positive,0.2023
17028,campanella gets the tone just right -- funny in the middle of sad in the middle of hopeful . ,positive,0.4767
17029,morphs into a mundane '70s disaster flick . ,negative,-0.6249
17030,uneven performances ,positive,0.0
17031,ludicrous and contrived ,negative,-0.3612
17032,souvlaki can you take before indigestion sets in ,positive,0.0
17033,"deep down , i realized the harsh reality of my situation : i would leave the theater with a lower i.q. than when i had entered ",negative,-0.6486
17034,pure adrenalin ,positive,0.0
17035,limited and so embellished by editing that there 's really not much of a sense of action or even action-comedy ,negative,-0.2263
17036,"this is a truly , truly bad movie . ",positive,0.3182
17037,delivers a monologue that manages to incorporate both the horror and the absurdity of the situation in a well-balanced fashion ,negative,-0.5719
17038,"the better video-game-based flicks , ",positive,0.4404
17039,", madonna 's cameo does n't suck ! ",positive,0.4015
17040,"it 's ... worth the extra effort to see an artist , still committed to growth in his ninth decade , change while remaining true to his principles with a film whose very subject is , quite pointedly , about the peril of such efforts . ",positive,0.6908
17041,convey a strong sense of the girls ' environment . ,positive,0.5106
17042,the subtlest and most complexly evil uncle ralph ,negative,-0.6887
17043,"once folks started hanging out at the barbershop , they never wanted to leave . ",positive,0.0382
17044,"in the end , the film feels homogenized and a bit contrived , as if we 're looking back at a tattered and ugly past with rose-tinted glasses . ",negative,-0.5106
17045,"maybe leblanc thought , `` hey , the movie about the baseball-playing monkey was worse . '' ",negative,-0.4767
17046,"drama , suspense , revenge , and romance ",positive,0.0516
17047,obnoxious and didactic burlesque ,negative,-0.4588
17048,rather like being trapped while some weird relative trots out the video he took of the family vacation to stonehenge ,negative,-0.3818
17049,of better films ,positive,0.4404
17050,"be one of the most appealing movies ever made about an otherwise appalling , and downright creepy , subject -- a teenage boy in love with his stepmother ",positive,0.4019
17051,makes piecing the story together frustrating difficult ,negative,-0.6597
17052,"might have been saved if the director , tom dey , had spliced together bits and pieces of midnight run and 48 hours ( and , for that matter , shrek ) . ",positive,0.4404
17053,"while not for every taste , this often very funny collegiate gross-out comedy goes a long way toward restoring the luster of the national lampoon film franchise , too long reduced to direct-to-video irrelevancy . ",positive,0.7841
17054,"just have problems , which are neither original nor are presented in convincing way . ",negative,-0.2411
17055,unoriginal ,positive,0.0
17056,that encourages you to accept it as life and go with its flow ,positive,0.6705
17057,the beat he hears in his soul ,positive,0.0
17058,... does n't deserve the energy it takes to describe how bad it is . ,negative,-0.6501
17059,breen 's script is sketchy with actorish notations on the margin of acting . ,positive,0.0
17060,botching a routine assignment ,positive,0.0
17061,showcases a group of dedicated artists ,positive,0.4588
17062,strongest ,positive,0.4404
17063,", we get an ugly , mean-spirited lashing out by an adult who 's apparently been forced by his kids to watch too many barney videos . ",negative,-0.743
17064,yu clearly hopes to camouflage how bad his movie is . ,positive,0.25
17065,dupe the viewer ,negative,-0.3612
17066,horrible ,negative,-0.5423
17067,'ll be rewarded with some fine acting . ,positive,0.6124
17068,such a clever adaptation ,positive,0.4588
17069,have an opportunity to triumphantly sermonize ,positive,0.7269
17070,lacks juice and delight ,positive,0.5994
17071,need of some trims and ,positive,0.0
